1	0	0	-1.92857142857143	4.78	.107142857142857	-.107142857142857	1	0
1	0	1	-1.78571428571429	2.07	.107142857142857	-.107142857142857	1	0
1	0	2	-1.64285714285714	3.8	.107142857142857	-.107142857142857	1	0
1	0	3	-1.5	3.69	.107142857142857	-.107142857142857	1	0
1	0	4	-1.35714285714286	4.65	.107142857142857	-.107142857142857	1	0
1	0	5	-1.21428571428571	3.61	.107142857142857	-.107142857142857	1	0
1	0	6	-1.07142857142857	3.78	.107142857142857	-.107142857142857	1	0
1	0	7	-.928571428571429	3.68	.107142857142857	-.107142857142857	1	0
1	0	8	-.785714285714286	6.47	.107142857142857	-.107142857142857	1	0
1	0	9	-.642857142857143	6.19	.107142857142857	-.107142857142857	1	0
1	1	10	-.5	4.16	.107142857142857	.892857142857143	1	0
1	0	11	-.357142857142857	1.5	.107142857142857	-.107142857142857	1	0
1	0	12	-.214285714285714	6.34	.107142857142857	-.107142857142857	1	0
1	0	13	-.0714285714285714	7.12	.107142857142857	-.107142857142857	1	0
1	0	14	.0714285714285714	5.43	.107142857142857	-.107142857142857	1	0
1	1	15	.214285714285714	5.44	.107142857142857	.892857142857143	1	0
1	0	16	.357142857142857	5.98	.107142857142857	-.107142857142857	1	0
1	0	17	.5	7.87	.107142857142857	-.107142857142857	1	0
1	0	18	.642857142857143	5.95	.107142857142857	-.107142857142857	1	0
1	0	19	.785714285714286	3.77	.107142857142857	-.107142857142857	1	0
1	0	20	.928571428571429	8.5	.107142857142857	-.107142857142857	1	0
1	0	21	1.07142857142857	6.78	.107142857142857	-.107142857142857	1	0
1	0	22	1.21428571428571	5.66	.107142857142857	-.107142857142857	1	0
1	0	23	1.35714285714286	3.5	.107142857142857	-.107142857142857	1	0
1	0	24	1.5	7.58	.107142857142857	-.107142857142857	1	0
1	1	25	1.64285714285714	5.18	.107142857142857	.892857142857143	1	0
1	0	26	1.78571428571429	6.16	.107142857142857	-.107142857142857	1	0
1	0	27	1.92857142857143	2.68	.107142857142857	-.107142857142857	1	0
2	0	0	-1.92857142857143	7.64	.107142857142857	-.107142857142857	1	0
2	0	1	-1.78571428571429	8.12	.107142857142857	-.107142857142857	1	0
2	0	2	-1.64285714285714	5.59	.107142857142857	-.107142857142857	1	0
2	0	3	-1.5	8.3	.107142857142857	-.107142857142857	1	0
2	0	4	-1.35714285714286	3.69	.107142857142857	-.107142857142857	1	0
2	0	5	-1.21428571428571	8.9	.107142857142857	-.107142857142857	1	0
2	0	6	-1.07142857142857	6.12	.107142857142857	-.107142857142857	1	0
2	0	7	-.928571428571429	7.75	.107142857142857	-.107142857142857	1	0
2	0	8	-.785714285714286	4.27	.107142857142857	-.107142857142857	1	0
2	0	9	-.642857142857143	7.02	.107142857142857	-.107142857142857	1	0
2	0	10	-.5	6.08	.107142857142857	-.107142857142857	1	0
